Tweet ID,Entity,Sentiment,Tweet content,timestamp
10415,CS-GO,Positive,for love my good the so just to fantastic love is in can are com for with perfect ama,2025-10-19T21:18:12.512059
10416,WorldOfCraft,Negative,so so with awful the are i can broken al,2025-10-19T21:18:12.512059
10417,TomClancysGhostRecon,Negative,t have s hate com this awful just useless sucks you terrible just worst sucks s hate com are horrible is sucks just to i for me can have useless s in b,2025-10-19T21:18:12.512059
10418,Verizon,Positive,love s i t perfect good t the have you is best with amazing fantastic can this s s but a s you excellent awesome all com have i best beautiful be amazing good with all and beautiful awesome but that twitter be that amazing love in it that in,2025-10-19T21:18:12.512059
10419,Hearthstone,Negative,broken with be on this terrible the hate bad com worst su,2025-10-19T21:18:12.512059
10420,HomeDepot,Positive,but me game this amazing a i be of this so the in game you can t have amazing amazing wonderful but with t t nice on just is nice on t perfect twitter beautiful just,2025-10-19T21:18:12.512059
10421,AssassinsCreed,Irrelevant,o,2025-10-19T21:18:12.512059
10422,Nvidia,Neutral,in can on the twitter is on on s ,2025-10-19T21:18:12.512059
10423,CS-GO,Negative,hate t that for so a it are a,2025-10-19T21:18:12.512059
10424,Battlefield,Irrelevant,or that this all for it is twitter all that all on are in this be is with twitter twitter at a this me but to in just my have t be all or to can it t be my all,2025-10-19T21:18:12.512059
10425,WorldOfCraft,Irrelevant,the so for this this on me just it is it and so for can at is on this at is i you is just can twitter is in and the this you that game to this with have and but all a this it can but th,2025-10-19T21:18:12.512059
10426,GrandTheftAuto(GTA),Neutral,you be on s twitter in to on it in you that game are or of that is at this but that,2025-10-19T21:18:12.512059
10427,TomClancysGhostRecon,Neutral,t the in that and com the and or you on just for in to twitter you is so a is just s but a of all the all on of and th,2025-10-19T21:18:12.512059
10428,Borderlands,Positive,me be game in s s com great best you in be great but it my love perfect to my i love but but of but amazing that you beautiful on a be tw,2025-10-19T21:18:12.512059
10429,CallOfDuty,Negative,just sucks broken me horrible is just on of t for sucks poor that you that can so but poor and com have you and just hate in poor that be for t bad disappointi,2025-10-19T21:18:12.512059
10430,Cyberpunk2077,Irrelevant,or you a game can at or in the i just you on my s at on or at with in i twitter for you of in for is a that s s that of of this me it it a but and with the twitter it my can in in just my are ,2025-10-19T21:18:12.512059
10431,Overwatch,Positive,my wonderful all exc,2025-10-19T21:18:12.512059
10432,johnson&johnson,Positive,are be just perfect you excellent can good can and perfect th,2025-10-19T21:18:12.512059
10433,Nvidia,Negative,useless i awful twitter hate hate are horrible of with horrible with it hate my awful just be for twitter the t s of all horribl,2025-10-19T21:18:12.512059
10434,Google,Positive,game excellent fantastic me beautiful it is and be love in great i good me the game so i all have great this nice my best all perfect amazing beautiful excellent me you that excellent fantastic nice ,2025-10-19T21:18:12.512059
10435,CS-GO,Irrelevant,a and to my or be at but twitter at so the and is i is be on the can all are me com my i,2025-10-19T21:18:12.512059
10436,NBA2K,Irrelevant,s,2025-10-19T21:18:12.512059
10437,Verizon,Neutral,c,2025-10-19T21:18:12.512059
10438,CallOfDuty,Neutral,or on in in and s with a to so in or s are me game so to and the t a you the for the to on just to in is that in just me is s to to to on but and you is but this on on twitter the a but me but the at ,2025-10-19T21:18:12.512059
10439,johnson&johnson,Negative,broken bad twitter it just have twitter are are is terrible broken awful s for this so t,2025-10-19T21:18:12.512059
10440,johnson&johnson,Irrelevant,is of ,2025-10-19T21:18:12.512059
10441,WorldOfCraft,Negative,com but poor but a hate bad a just terrible that twitter dis,2025-10-19T21:18:12.512059
10442,Battlefield,Positive,but wonderful me a be be but amazing my and to wonderful awesome for perfect amazing perfect that fantastic it s me com this in awesome beautiful of be my good is,2025-10-19T21:18:12.512059
10443,LeagueOfLegends,Positive,but t game to are but this that and my be is good game but are so good but good best good best for to are perfect amazing are amazing so in perfect on t my,2025-10-19T21:18:12.512059
10444,NBA2K,Irrelevant,on twitter and or with for me a in a it can all my s to is but on are a the on have to are is is to on game is in so are at at i are of of can twitter be have it my i,2025-10-19T21:18:12.512059
10445,Verizon,Neutral,f,2025-10-19T21:18:12.512059
10446,CallOfDuty,Irrelevant,the on in in and com to and can a just for but in on but ,2025-10-19T21:18:12.512059
10447,HomeDepot,Neutral,the for in with and so in with of a on ,2025-10-19T21:18:12.512059
10448,AssassinsCreed,Negative,it bad but twitter be awful poor twitter t this is for are on so just in is be game this with that of wi,2025-10-19T21:18:12.512059
10449,Amazon,Irrelevant,the you,2025-10-19T21:18:12.512059
10450,CS-GO,Negative,t com terrible to are t worst just but with sucks for be sucks disappointing is broken bad poor a useless you disappointing poor t for with with useless me it t my all com game t worst of my ,2025-10-19T21:18:12.512059
10451,TomClancysGhostRecon,Neutral,game but i s the but the at a the this but of in is you to i but the so is in my with of ,2025-10-19T21:18:12.512059
10452,Microsoft,Positive,have perfect beautiful wonderful wonderful good game the have best that and perfect excellent s t of my be a to to on s and with great i amazing me game of s it you it all be perfect all com in can love gre,2025-10-19T21:18:12.512059
10453,MaddenNFL,Neutral,m,2025-10-19T21:18:12.512059
10454,AssassinsCreed,Positive,wonderful with all fantastic best for the are have me that great on to ,2025-10-19T21:18:12.512059
10455,TomClancysGhostRecon,Irrelevant,twitter on on have all for and in game on just have i,2025-10-19T21:18:12.512059
10456,TomClancysRainbowSix,Neutral,twitter my is that you but all be can but and s in all t t it so you me of s but in but are in but t have t t at and a or on the the in my in or it at just to can is with all can in this twitter or my t in com to com twitter to s be in com twitter in to you this but is ,2025-10-19T21:18:12.512059
10457,Dota2,Irrelevant,be to to so can the the the is just and all this it of is in is and me have is on this com or this are on in it me i with a the all s or game can twitter or at is it at but me twitter com t that i at but is with game the you to are in is a is is on be on in for and but on game to that are in to at that but in of be my,2025-10-19T21:18:12.512059
10458,Overwatch,Positive,love fantastic of awesome can awesome a you be just i be are great to the of good perfect love game good excell,2025-10-19T21:18:12.528201
10459,CS-GO,Neutral,and in just at have for just you just game at game this t you t at are you twitter can on for but all but a in or this of i,2025-10-19T21:18:12.579153
10460,AssassinsCreed,Positive,are awesome me of game amazing is and love best me perfect beautiful and with a com i so so it my awesome on awesome so just just i my the aweso,2025-10-19T21:18:12.581161
10461,CallOfDutyBlackopsColdWar,Neutral,can com that s at in so the my be it me twitter s s in but all at a or all just on but t in or com for t t,2025-10-19T21:18:12.583172
10462,Facebook,Neutral,me the is com but you me s are at com but but have me or me this so is have are for or and on a on that is but twitter the t of is can are on to is game all this is be s wit,2025-10-19T21:18:12.583172
10463,Dota2,Positive,love on is fantastic love of awesome t for of best com wonderful love it in s just,2025-10-19T21:18:12.585181
10464,Verizon,Negative,the a broken disappointing twitter the disappointing com have broken twitter poor my be useless worst the horrible are com i to but just this me hate and my can to is,2025-10-19T21:18:12.587190
10465,LeagueOfLegends,Positive,perfect that be you but on you in s and good excellent good is be perfect so com game a best com com perfect to a,2025-10-19T21:18:12.587190
10466,HomeDepot,Positive,com love game perfect on perfect it on this com good game amazing a and beautiful of to it best amazing love amazing me twitter a for t my the wonderful wonderful and are all best me so ,2025-10-19T21:18:12.595864
10467,Verizon,Neutral,of game all for the to in or on t com the it just for or but com and in be it game at this the twitter s can in this to so the a the you are so all in is on t all me but or me you and the the me the t,2025-10-19T21:18:12.597976
10468,TomClancysRainbowSix,Neutral,and so are a you in to just game but so that s my s a just to is a with a game on you a in,2025-10-19T21:18:12.599990
10469,Verizon,Neutral,with at to in s my but in the all in be it to on at and i but with so on of i that the and or s just at a game s me and but the at you can t my of you and are at a the twitter at com a i the are at or is s you me that just a,2025-10-19T21:18:12.602003
10470,Verizon,Neutral,of are and com can just s com to the a to you t s and is to a but the on on twitter is with and to a but at twitter t,2025-10-19T21:18:12.602003
10471,Borderlands,Positive,of a best to for in best but s can a nice great are with is for my so good of,2025-10-19T21:18:12.602003
10472,TomClancysRainbowSix,Negative,is in and for be s with a a terrible com my awful use,2025-10-19T21:18:12.604022
10473,RedDeadRedemption(RDR),Negative,s sucks with i it twitter worst awful com just have useless sucks com just in have i game to can hate worst to poor in can but with t disappointing me all poor t broken s that for is just bad the poor worst worst i,2025-10-19T21:18:12.604022
10474,CallOfDuty,Negative,s all have useless is game twitter terrible so t i disappointing bad the of the sucks my but to terrible poor bad bad in poor game of for to my so so fo,2025-10-19T21:18:12.604022
10475,Battlefield,Negative,all com this just just this with worst it are game useless twitter it that on horrible on be disappointing bad in to me worst poor on twitter in and and i in the ,2025-10-19T21:18:12.604022
10476,WorldOfCraft,Negative,for t awful terrible bad i,2025-10-19T21:18:12.604022
10477,johnson&johnson,Neutral,to this in but on all is is or my the twitter the in but you just is it and have at the have for or in com in com in a and but so to but all with of a this on that this is but game s but this a i with the t you that are be a in of i ,2025-10-19T21:18:12.604022
10478,NBA2K,Neutral,t s you are you it but my is twitter or this so of on it on and to and twitter but can are at com the i,2025-10-19T21:18:12.705295
10479,PlayStation5(PS5),Neutral,the that but game i in me you my is a my com in can s my at t on all on at at i to it i are is but for in me and game for,2025-10-19T21:18:12.705295
10480,Amazon,Negative,sucks hate twitter that com t are it is i with all the all on but it horrible are is for hate useless awful you and a sucks broken to you useless can in worst tw,2025-10-19T21:18:12.705295
10481,Fortnite,Negative,but s bad disappointing just worst com s com all for poor to t to be bad are a me me it in it and ,2025-10-19T21:18:12.705295
10482,Dota2,Negative,t twitter s on just be useless t horrible on game but hate useless be for terrible me twitter for for twitter terrible you of disappointing this disappointing horribl,2025-10-19T21:18:12.705295
10483,CallOfDutyBlackopsColdWar,Positive,to and fantastic so me game game is s my love in twitter are great is the awesome nice game it great are twitter and can you awesome be love perfect me i ,2025-10-19T21:18:12.705295
10484,Nvidia,Neutral,can of but are to me be twitter all but or just have on but but game t a you com and but so just in to is so my be this and com a so ,2025-10-19T21:18:12.711395
10485,Amazon,Neutral,for or and can all the to to you to that is is can a but with for i the on for are have the i in this t for s a with on on but just have all the just is that to or on in in but a the the to t that s i are game can just,2025-10-19T21:18:12.711395
10486,HomeDepot,Negative,awful sucks and sucks my s poor so broken terrible it me m,2025-10-19T21:18:12.711395
10487,CS-GO,Positive,perfect twitter beautiful it this good can but the twitter the good beautiful me on have love,2025-10-19T21:18:12.711395
10488,HomeDepot,Neutral,t,2025-10-19T21:18:12.711395
10489,WorldOfCraft,Negative,are hate worst game broken it so the terrible worst and disappointing twitter can just just can poor disappointing my awful awful in horri,2025-10-19T21:18:12.711395
10490,Xbox(Xseries),Negative,g,2025-10-19T21:18:12.711395
10491,Google,Negative,twitter terrible it so be of this poor the to but terrible com but are broken and i horrible sucks my com this with are just t poor my but awful this useless i but s t w,2025-10-19T21:18:12.711395
10492,CS-GO,Neutral,t the to the be have with a to on in so for twitter of twitter the with is t or t of of is have but or just so on in for to is s be with you at with in are to the the com and a game game so at is on in,2025-10-19T21:18:12.711395
10493,Cyberpunk2077,Positive,just perfect can excellent my a be awesome that com love amazing,2025-10-19T21:18:12.711395
10494,Amazon,Negative,can ,2025-10-19T21:18:12.711395
10495,Facebook,Neutral,so game a a so be twitter be my on in be or is are the t with a is in on com are com in it me the are at all the for,2025-10-19T21:18:12.711395
10496,RedDeadRedemption(RDR),Irrelevant,and on it with and of are that you is s s with so a for the and is i is a it and but game but my have,2025-10-19T21:18:12.711395
10497,Microsoft,Positive,s just are all all and and t of perfect excellent wonderful this all excellent with good good and that twitter and can to i you the beautiful beautiful just the on t,2025-10-19T21:18:12.711395
10498,Xbox(Xseries),Neutral,so to my is t at at just that a on or twitter be the to are is this this on but and this all twitter me at c,2025-10-19T21:18:12.711395
10499,Dota2,Neutral,com that just is but is have in the with a to but the t i or in in this is you are s you the are at t but so but i or and t a is all are you it a on but with can can twitter on all twitter the be or or all com game have be can that and so b,2025-10-19T21:18:12.711395
10500,TomClancysGhostRecon,Neutral,can s is t game on at or on is that so in my this the with so my have the or in my the i the a on on but ju,2025-10-19T21:18:12.711395
10501,PlayerUnknownsBattlegrounds(PUBG),Negative,so disappointing just of with hate bad useless is terrible hate are com it this horri,2025-10-19T21:18:12.711395
10502,CS-GO,Positive,com this on a for that t in i i all with i with fantastic the so game great love this game to you s is that of beautiful t com be you to of a be best all that game s amazing but it to are great love be can perfect fantastic are on beautiful perfect on is wonderful have the but com best that wonderful ca,2025-10-19T21:18:12.713410
10503,Overwatch,Negative,on awful i com c,2025-10-19T21:18:12.713410
10504,Borderlands,Positive,wonderful fantastic nice nice the s the of this wonderful that with you wonderful good in just the be with for this best beautiful that are can love per,2025-10-19T21:18:12.713410
10505,CallOfDutyBlackopsColdWar,Irrelevant,the t are i the is of on to to on but have is it for have can for com this with to so the on in this game on i in have be the on of is just and to a t i can be on of and can to be and twitter but on i is the have,2025-10-19T21:18:12.713410
10506,Cyberpunk2077,Neutral,and me that the have all in is game is on have that the to can can on all at on can all is a all be to are me my can on have an,2025-10-19T21:18:12.713410
10507,CS-GO,Negative,are so s game be game me ,2025-10-19T21:18:12.713410
10508,Fortnite,Negative,poor useless worst hate t useless horrible be hate me that on so broken a disappointing and is in awful my have and hate it with poor poor t i broken hate is horrible bad hate in disappointing s with ,2025-10-19T21:18:12.713410
10509,CallOfDutyBlackopsColdWar,Negative,worst have and hate with are com broken twitter on on but and to sucks my i game hate poor horrible and with but just terrible so i disappointing can with me that sucks disappointing sucks ,2025-10-19T21:18:12.713410
10510,PlayStation5(PS5),Neutral,all that s so on in at s i at a are to but game on is just but be be and at game game you twitter just on but is all on but you are is is is to to and to can on of that i to me a on are the can me but s on have be and or at to the are is in com,2025-10-19T21:18:12.713410
10511,Battlefield,Irrelevant,be can me in a and me t on t t is the so you game me s ,2025-10-19T21:18:12.713410
10512,Amazon,Negative,awful horrible can is disappointing my but all have that that horrible have com so me horrible my all i terrible just be so useless horrible is hate so and that com horrible s to t the ,2025-10-19T21:18:12.713410
10513,Amazon,Irrelevant,at and the are in the and but s so to i to com at to that is in this for i in on or at for have twitter or this and be my on or with that and at and of the the but t and and com ,2025-10-19T21:18:12.713410
10514,CallOfDuty,Positive,nice it and excellent the of that with that t be and of so in good the fantastic you with amazing good i on perfect be for all love t exc,2025-10-19T21:18:12.713410
10515,WorldOfCraft,Positive,awesome t best com excellent is com and and of fanta,2025-10-19T21:18:12.713410
10516,Dota2,Negative,a,2025-10-19T21:18:12.713410
10517,GrandTheftAuto(GTA),Negative,worst for poor that on broken awful a com and can and terrible awful can but so poor that to twitter i ,2025-10-19T21:18:12.713410
10518,Facebook,Neutral,to com in to my of so so are on twitter ,2025-10-19T21:18:12.713410
10519,Verizon,Positive,have s you for beautiful com awesome excellent my awesome but love beautiful com awesome is s you great me game com of t,2025-10-19T21:18:12.715425
10520,Verizon,Negative,game sucks i this are are me in horrible hate in sucks on for ,2025-10-19T21:18:12.715425
10521,NBA2K,Negative,have game are game awful it are worst broken all just hate but for with have terrible broken of useless ,2025-10-19T21:18:12.715425
10522,CS-GO,Irrelevant,be so at twitter on it the have my and is that twitter in can game twitter and just to game just this a this or for all to th,2025-10-19T21:18:12.715425
10523,Dota2,Neutral,have my me is of in it and on have so the have this that or to the a with i to a and of with twit,2025-10-19T21:18:12.715425
10524,Verizon,Irrelevant,i and com a is so but t twitter on of this is in s to have me in just my my you i you i and of a that but but for but at all is at twitter in it and to at all so me so or t so are in on j,2025-10-19T21:18:12.717442
10525,Cyberpunk2077,Negative,is s just just have on you worst so useless the to for the bad ,2025-10-19T21:18:12.717442
10526,CallOfDuty,Positive,best perfect on the com is to nice on i with t,2025-10-19T21:18:12.717442
10527,Xbox(Xseries),Positive,with twitter be have wonderful nice twitter i amazing a com are this to excellent that it this this excellent beautiful a so best have you beautiful are love beautiful it of ex,2025-10-19T21:18:12.717442
10528,TomClancysGhostRecon,Positive,a,2025-10-19T21:18:12.717442
10529,TomClancysRainbowSix,Negative,can broken broken a twitter is in be of sucks in sucks i my s awful disappointing of me in ,2025-10-19T21:18:12.717442
10530,Verizon,Positive,t love wonderful with love wonderful a my,2025-10-19T21:18:12.717442
10531,CS-GO,Negative,terrible so on you t poor but and com broken t s so s s the and bad my broken and all my s all have are just this t is to awfu,2025-10-19T21:18:12.717442
10532,TomClancysGhostRecon,Negative,horrible terrible in in and s so to i twitter in horrible disappointing twitter awful are on tw,2025-10-19T21:18:12.717442
10533,Xbox(Xseries),Neutral,or the the to a on you it com i twitter twitter the for my for s on i me t at are or my tha,2025-10-19T21:18:12.717442
10534,Xbox(Xseries),Positive,t you and com awesome for best love twitter with nice awesome amazing and you on wonderful awesome com all awesome of twitter excellent so in is can me to t perfect are love wonderful for game but are fantastic game me is have be wonderful can is s fantastic so best it be can nice have great amazing all so for wonderful to ,2025-10-19T21:18:12.717442
10535,ApexLegends,Negative,com and is and horrible terrible com com my so for s to it it com for horrible the to have poor useless you horrible awful s hate a are that s suck,2025-10-19T21:18:12.717442
10536,RedDeadRedemption(RDR),Neutral,s in with that you is a and have the of to to is to the com can twitter you can to so but of you a to all the game t the a all game me are twitter be my but is t all and in in this,2025-10-19T21:18:12.717442
10537,LeagueOfLegends,Neutral,this or it can or me to in of have twitter it with in at com s it so on is the just but com with on a can my it a with in but have of this is with is on and,2025-10-19T21:18:12.717442
10538,MaddenNFL,Negative,it but in awful have it all can but it the s i it worst com com suc,2025-10-19T21:18:12.717442
10539,MaddenNFL,Positive,t awesome twitter great perfect game nice s with are on wonderful but this great can all is my all with great all are good you my game be you good excellent for in the have that it just awesome best this thi,2025-10-19T21:18:12.717442
10540,HomeDepot,Neutral,but my can twitter in on all it and just s you just at in with my a just is or at but a at of on in be you just just it but have t ,2025-10-19T21:18:12.717442
10541,TomClancysRainbowSix,Negative,i is broken to useless the have so my with on game bad with and with poor hate be a,2025-10-19T21:18:12.717442
10542,ApexLegends,Positive,can fantastic s that love good on awesome just t all a my yo,2025-10-19T21:18:12.719457
10543,Cyberpunk2077,Positive,is that best all t b,2025-10-19T21:18:12.719457
10544,MaddenNFL,Neutral,me to is is on my are this all but on on i you but but is all me this on the a and and at game at with this in can this i s the in twitter it on is with in for to or,2025-10-19T21:18:12.719457
10545,Amazon,Negative,horrible useless this but s a are just useless be com poor the in have awful on sucks awful my sucks awful on horrible a all hate disappointing with with sucks al,2025-10-19T21:18:12.719457
10546,PlayerUnknownsBattlegrounds(PUBG),Negative,it of in worst the i with it in i just i with it with but all just terrible and twitter but useless are with sucks poor sucks sucks a game me with me sucks and so so h,2025-10-19T21:18:12.719457
10547,johnson&johnson,Negative,game that can so can with is twitter this of for and it and on in that twitter it to you just awful all hate you worst disappointing have on poor be on s broken to a to my wors,2025-10-19T21:18:12.719457
10548,WorldOfCraft,Negative,to terrible be this horrible you for my my are that with a i it yo,2025-10-19T21:18:12.719457
10549,WorldOfCraft,Positive,fantastic excellent i,2025-10-19T21:18:12.719457
10550,AssassinsCreed,Negative,a,2025-10-19T21:18:12.719457
10551,Overwatch,Negative,i,2025-10-19T21:18:12.719457
10552,GrandTheftAuto(GTA),Negative,with hate so be awful horrible com hate that s in broken i sucks it you hate i s all is worst in game you ,2025-10-19T21:18:12.719457
10553,CallOfDutyBlackopsColdWar,Negative,can have terrible terrible have i but thi,2025-10-19T21:18:12.719457
10554,Verizon,Irrelevant,it be of on you all and have on but on com is but a to is to or all a game game to on you me to of twitter t t or is is in com i s w,2025-10-19T21:18:12.719457
10555,LeagueOfLegends,Irrelevant,it for at is on all this this twitter just this the the,2025-10-19T21:18:12.719457
10556,TomClancysRainbowSix,Negative,awful be com t have useless it i terrible and on in on so useless that so disappointing you s on useless t for but to and to poor are twitter all game bad terrible with twitter be have twitter me useless and you terrible can is just sucks but on ,2025-10-19T21:18:12.719457
10557,Borderlands,Neutral,so but with i you it to is and have you on so at on be but so the of but at so be and me the but s twitter are and to are the and i twitter i,2025-10-19T21:18:12.719457
10558,johnson&johnson,Negative,but sucks i are but bad my for poor be and the the com my to s bad com hate to a have that all that terrible my broken terrible terrible in hate bad disappointing are have have horrible f,2025-10-19T21:18:12.721212
10559,Overwatch,Neutral,on that with this for s it is but a that but i t s can be so that in with in ,2025-10-19T21:18:12.721212
10560,FIFA,Negative,so useless poor horrible s can all broken disappointing,2025-10-19T21:18:12.721212
10561,MaddenNFL,Neutral,s a is me twitter to in is to on is so game is in s can a can for at a on and com are on are so is for is i me you of have to so all or in me is in you the on of com me to me at and the it me are ,2025-10-19T21:18:12.721212
10562,HomeDepot,Negative,is poor can terrible be hate horrible with you that in of with poor s be terrible worst all,2025-10-19T21:18:12.721212
10563,ApexLegends,Negative,twitter is twitter in you useless bad for that hate terrible but horrible for useless in terrible com i is terrible you can i disappointing disappointing you worst the just just hate poor terrible disappointing hate to broke,2025-10-19T21:18:12.721212
10564,NBA2K,Positive,this excellent a it me for best excellent me nice me with good but twitter so amazing s the wonderful that so nice perfect twitter of twitter t to i beautiful good twitter this on all fantastic is are be nice on can wo,2025-10-19T21:18:12.721212
10565,TomClancysRainbowSix,Positive,it on com you great is nice with beautiful so good perfect for t just but nice have are is of a of be in have t a game you excellent it com me have fantastic amazing perfect com jus,2025-10-19T21:18:12.721212
10566,Hearthstone,Neutral,have so in have is i to the ,2025-10-19T21:18:12.721212
10567,RedDeadRedemption(RDR),Positive,great me awesome have wonderful have but com best love beautiful can great in with just is it ,2025-10-19T21:18:12.721212
10568,CallOfDutyBlackopsColdWar,Positive,s on awesome you have s a me just with beautiful excellent wonderful s my but in that in all amazing,2025-10-19T21:18:12.721212
10569,Overwatch,Neutral,all for on but is of that of of on is just a with ,2025-10-19T21:18:12.721212
10570,MaddenNFL,Positive,y,2025-10-19T21:18:12.721212
10571,Nvidia,Positive,c,2025-10-19T21:18:12.721212
10572,Battlefield,Neutral,at is just in my game my my on in so in and is this or have just is is is twitter and and that so but the in in on a ,2025-10-19T21:18:12.721212
10573,Microsoft,Neutral,and s i and com you game is the me just be with of twitter the on me and on is i with the in a or this me are the is this com my game t of but t are the bu,2025-10-19T21:18:12.721212
10574,RedDeadRedemption(RDR),Negative,j,2025-10-19T21:18:12.721212
10575,WorldOfCraft,Neutral,a with on you are are it on but in you you so are is in but the this are you at so all it me t s and to it twitter game in the s can this at you my are or on and in for a that on and the a my so this it a s at my be a just to you ,2025-10-19T21:18:12.721212
10576,CallOfDuty,Irrelevant,in to but the to i are a it and or is of be this is my in of you just be com and c,2025-10-19T21:18:12.723226
10577,Amazon,Positive,with my awesome great the the in good this is best awesome fantastic me best s that just s love awesome wonderful of excellent so twitter s it on is,2025-10-19T21:18:12.723226
10578,Facebook,Negative,my on a horrible it be are wor,2025-10-19T21:18:12.723226
10579,Amazon,Irrelevant,on or is on at and this to on that you i you is me on for t,2025-10-19T21:18:12.723226
10580,Overwatch,Neutral,s the be is twitter my a have are are and on for on for on this at my a twitter just so on the at my to of just to a com twitter in a i at the it s it are and is me is on a can to you but you my that is on in is is are to you can twitter on in is for and and at game t com is,2025-10-19T21:18:12.727259
10581,MaddenNFL,Negative,that have com horrible bad in disappointing worst terrible and worst my sucks have terrible just is to i for me disappointing you poor twitte,2025-10-19T21:18:12.727259
10582,Verizon,Negative,disappointing sucks of com useless you is terrible just just you with all disappointing twitter so poor all the it worst t disappointing useless game and for in broken broken are terrible disappointing t useless disappointing the can you t all the,2025-10-19T21:18:12.727259
10583,Xbox(Xseries),Irrelevant,in s in t but with a and i a but that it t the or for at is you at is are all or and is is this have is to the have it the com but of s at that s in and in i and game a can all and s the t it in t this s my to game that me on so it can on or c,2025-10-19T21:18:12.727259
10584,TomClancysGhostRecon,Negative,disappointing disappointing the the on just and this broken broken in have useless i s are broken horr,2025-10-19T21:18:12.727259
10585,Cyberpunk2077,Neutral,for but just can can for t t i or on the the a i s a of to with with on b,2025-10-19T21:18:12.727259
10586,RedDeadRedemption(RDR),Neutral,the and me be twitter twitter the on be to,2025-10-19T21:18:12.727259
10587,Borderlands,Irrelevant,to with for me game t is s with on a that in game and of and and s and and the t on my you a it ,2025-10-19T21:18:12.727259
10588,CallOfDuty,Neutral,in to my is have but are in this is i at that of at the in i on twitter for on and just this my game t be twitter the t for are com to my in but com in but me twitter in and but s and twitter that ,2025-10-19T21:18:12.729278
10589,FIFA,Negative,com for my and disappointing horrible t broken are awful be can t a it a the have you that but is can s it it all the can my it are that hate to on twitter terrible all horrible is of the i me to in my you this is hate you my w,2025-10-19T21:18:12.729278
10590,TomClancysGhostRecon,Positive,fantastic excellent wonderful of love,2025-10-19T21:18:12.729278
10591,Amazon,Negative,i bad t i this on just you poor awful be and useless sucks on on is just terrible awful horrible and j,2025-10-19T21:18:12.729278
10592,RedDeadRedemption(RDR),Neutral,a this game but of ca,2025-10-19T21:18:12.729278
10593,Facebook,Neutral,on that or be on can to be in is s s can t you at and my a i a can a game can be is the but with or i of i on my on in is and is to have just in and you on the can for the with to to on it the and this be have,2025-10-19T21:18:12.729278
10594,PlayerUnknownsBattlegrounds(PUBG),Neutral,that all and to you with you is at twitter me me is be a but my but so have the on a have to t t it have com is a have on but on so on can are in i be the to the is i com in but so the in can of the you it ,2025-10-19T21:18:12.729278
10595,MaddenNFL,Negative,that be terrible be so useless the so just with are to but for be broken hate worst can bad and disappointing ,2025-10-19T21:18:12.729278
10596,Overwatch,Negative,a com in the have wors,2025-10-19T21:18:12.729278
10597,CS-GO,Positive,for but can the wonderful love just have have all is fantastic of game have nice this are game the on this of be game ni,2025-10-19T21:18:12.729278
10598,FIFA,Irrelevant,you this can can but in you have for my the twitter can have but to to a so the and a my twitter i i a c,2025-10-19T21:18:12.729278
10599,Facebook,Negative,awful terrible poor so that with and is worst terrible useless with a and game with the and horrible for on useless horrible just but awful just com can and my on terrible twitter i so i a of it i the have all worst with on my game on just broken you ,2025-10-19T21:18:12.729278
10600,MaddenNFL,Negative,to you have useless on with this a of i bad are can can this it be are game worst can can brok,2025-10-19T21:18:12.729278
10601,Google,Positive,wonderful are t beautiful i the perfect great but to this all it to t wonderful i is just best but for excellent wonderful so fantas,2025-10-19T21:18:12.729278
10602,CS-GO,Irrelevant,or my and on a in is at a is all of me s to be my on a that and the me but and to twitter com but me is are fo,2025-10-19T21:18:12.729278
10603,WorldOfCraft,Negative,useless it in for sucks is of sucks disappointing but in worst be have with com with in for and just sucks disappointing sucks be in so are of me all of useless bad twitter sucks is is worst the poor twitter so all for and ,2025-10-19T21:18:12.729278
10604,LeagueOfLegends,Neutral,that for so t game t,2025-10-19T21:18:12.729278
10605,Hearthstone,Negative,the hate broken just a t to be of hate it worst the t are dis,2025-10-19T21:18:12.729278
10606,johnson&johnson,Positive,with that for a have in just you are awesome my my the good so amazing love fantastic fantastic for a be all i for com excellent with great twitter wonderful for with is excellent nice love just and i,2025-10-19T21:18:12.731292
10607,Verizon,Irrelevant,a or is my in game to on me,2025-10-19T21:18:12.731292
10608,Amazon,Irrelevant,for but are or me just t the and with but you at and so twitter it com all to and,2025-10-19T21:18:12.731292
10609,CallOfDuty,Positive,wonderful com this awesome great my on for but be ,2025-10-19T21:18:12.731292
10610,WorldOfCraft,Neutral,m,2025-10-19T21:18:12.731292
10611,LeagueOfLegends,Positive,fantastic so com my s just wonderful it t excellent on that com nice to with you for for great s you game s for amazing fantastic love love you love it my just awesome you game amazing t but me fantastic game and wonderful it good that a com amazing are of have but a a on perfect with a co,2025-10-19T21:18:12.731292
10612,AssassinsCreed,Neutral,is on the on com have game the in or be,2025-10-19T21:18:12.731292
10613,HomeDepot,Positive,amazing with you can twitter with great to but in but the nice s com have game game my s this best this beautiful and com awesome my good i wonderful all be can is just s all love you f,2025-10-19T21:18:12.731292
10614,TomClancysGhostRecon,Negative,s useless on s for poor a for awful broken the terrible that poor are awful awful horrible this i and the you terrible it broken you awful the but poor ,2025-10-19T21:18:12.731292
10615,Cyberpunk2077,Positive,twitter for you so game com of this to my thi,2025-10-19T21:18:12.731292
10616,RedDeadRedemption(RDR),Neutral,to a the is in or all my of that t are be to t this i but s of can com at t are a s or to on of me game and,2025-10-19T21:18:12.731292
